STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y
"  260",20020321,9,270,40,50,90,116,,107,0,35,0,0,10155,62,7,94,,2,0,0,0,0,0
"  260",20020321,10,280,50,40,80,133,,113,5,94,0,0,10157,65,7,88,,2,0,0,0,0,0
"  260",20020321,11,280,60,60,120,132,,94,2,95,0,0,10163,70,7,78,,2,0,0,0,0,0
"  260",20020321,12,280,60,70,120,136,80,93,6,116,0,0,10163,75,7,75,,2,0,0,0,0,0
"  260",20020321,13,290,60,70,120,138,,86,4,165,0,0,10164,75,7,71,,2,0,0,0,0,0
"  260",20020321,14,290,60,60,120,133,,75,1,111,0,0,10162,75,7,68,,2,0,0,0,0,0
"  260",20020321,15,280,60,70,120,129,,79,3,88,0,0,10164,74,7,72,,2,0,0,0,0,0
"  260",20020321,16,290,60,60,130,124,,73,9,67,0,0,10166,72,7,71,,2,0,0,0,0,0
"  260",20020321,17,290,50,50,100,120,,72,2,47,0,0,10170,66,7,72,,2,0,0,0,0,0
"  260",20020321,18,290,40,40,100,114,105,72,2,7,0,0,10177,65,7,75,,2,0,0,0,0,0
"  260",20020321,19,260,30,40,70,105,,69,0,0,0,0,10180,64,3,78,,2,0,0,0,0,0
"  260",20020321,20,260,30,40,60,106,,76,0,0,0,0,10184,64,7,82,,2,0,0,0,0,0
"  260",20020321,21,260,40,40,70,104,,78,0,0,0,0,10189,64,7,84,,2,0,0,0,0,0
"  260",20020321,22,260,40,30,70,99,,75,0,0,0,0,10189,64,3,85,,2,0,0,0,0,0
"  260",20020321,23,260,30,30,70,94,,73,0,0,0,0,10193,64,5,87,,2,0,0,0,0,0
"  260",20020321,24,280,30,30,80,86,69,66,0,0,0,0,10197,64,1,87,,2,0,0,0,0,0
"  260",20020322,1,280,30,30,60,80,,62,0,0,0,0,10202,60,3,88,,2,0,0,0,0,0
"  260",20020322,2,270,30,30,50,74,,59,0,0,0,0,10201,60,4,90,,2,0,0,0,0,0
"  260",20020322,3,270,30,20,50,71,,58,0,0,0,0,10200,61,3,91,,2,0,0,0,0,0
"  260",20020322,4,270,20,20,40,71,,59,0,0,0,0,10198,61,7,92,,2,0,0,0,0,0
"  260",20020322,8,310,50,50,100,93,,78,0,10,0,0,10202,50,8,90,10,1,0,0,0,0,0
"  260",20020322,9,310,50,40,100,94,,78,1,18,0,0,10209,56,7,90,10,1,0,0,0,0,0
"  260",20020322,10,330,40,40,90,91,,74,0,44,0,0,10217,59,8,89,10,1,0,0,0,0,0
"  260",20020322,13,350,40,30,70,88,,57,3,102,0,0,10235,72,7,81,,2,0,0,0,0,0
"  260",20020322,14,330,40,40,90,97,,47,8,184,0,0,10236,80,5,71,,2,0,0,0,0,0
"  260",20020322,15,350,40,40,70,98,,47,8,121,0,0,10240,82,3,71,,2,0,0,0,0,0
"  260",20020322,16,350,50,40,90,81,,26,4,94,0,0,10246,84,3,68,,2,0,0,0,0,0
"  260",20020322,17,360,50,40,90,78,,24,0,24,0,0,10255,84,6,69,,2,0,0,0,0,0
"  260",20020322,18,360,50,50,80,71,62,15,2,8,0,0,10262,84,5,67,,2,0,0,0,0,0
"  260",20020322,19,350,40,40,90,70,,19,0,0,0,0,10267,82,4,70,,2,0,0,0,0,0
"  260",20020322,20,340,40,30,70,49,,12,0,0,0,0,10274,82,2,77,,2,0,0,0,0,0
"  260",20020322,21,330,30,20,60,35,,7,0,0,0,0,10280,80,1,82,,2,0,0,0,0,0
"  260",20020322,22,330,20,20,40,30,,7,0,0,0,0,10284,80,2,85,,2,0,0,0,0,0
"  260",20020322,23,310,20,20,40,24,,5,0,0,0,0,10287,80,1,87,,2,0,0,0,0,0
"  260",20020322,24,310,20,20,40,23,-36,8,0,0,0,0,10291,75,3,90,,2,0,0,0,0,0
"  260",20020323,1,310,20,20,40,20,,6,0,0,0,0,10296,75,1,90,,2,0,0,0,0,0
"  260",20020323,2,310,20,20,40,18,,7,0,0,0,0,10298,72,1,92,,2,0,0,0,0,0
"  260",20020323,3,320,20,20,50,26,,16,0,0,0,0,10298,72,6,93,,2,0,0,0,0,0
"  260",20020323,4,330,30,20,60,37,,25,0,0,0,0,10301,72,5,92,,2,0,0,0,0,0
"  260",20020323,5,340,20,20,40,33,,20,0,0,0,0,10307,71,3,91,,2,0,0,0,0,0
"  260",20020323,8,350,20,20,50,59,,40,3,49,0,0,10322,75,6,88,,2,0,0,0,0,0
"  260",20020323,9,20,30,40,60,69,,23,7,93,0,0,10326,75,6,72,2,1,0,0,0,0,0
"  260",20020323,10,40,40,50,90,80,,12,8,169,0,0,10328,80,5,62,,2,0,0,0,0,0
"  260",20020323,11,20,50,50,80,78,,7,6,205,0,0,10328,80,5,61,,2,0,0,0,0,0
"  260",20020323,12,20,40,40,80,78,-2,2,8,144,0,0,10330,80,3,59,1,1,0,0,0,0,0
"  260",20020323,13,30,40,40,70,85,,6,8,189,0,0,10326,82,3,57,,2,0,0,0,0,0
"  260",20020323,14,60,30,30,80,91,,8,9,207,0,0,10323,82,3,56,,2,0,0,0,0,0
"  260",20020323,15,70,40,30,80,98,,4,7,151,0,0,10324,82,4,52,,2,0,0,0,0,0
"  260",20020323,16,20,40,40,70,91,,10,8,105,0,0,10327,82,3,57,,2,0,0,0,0,0
"  260",20020323,17,20,40,40,70,88,,10,10,75,0,0,10331,82,5,58,,2,0,0,0,0,0
"  260",20020323,18,360,40,40,70,73,58,13,3,19,0,0,10335,82,2,66,,2,0,0,0,0,0
"  260",20020323,19,360,30,30,60,59,,17,0,0,0,0,10339,81,1,74,,2,0,0,0,0,0
"  260",20020323,20,30,30,40,60,57,,8,0,0,0,0,10344,81,1,71,,2,0,0,0,0,0
"  260",20020323,21,30,40,30,60,51,,18,0,0,0,0,10347,80,1,79,,2,0,0,0,0,0
"  260",20020323,22,40,30,30,60,44,,19,0,0,0,0,10351,80,1,84,,2,0,0,0,0,0
"  260",20020323,23,30,20,20,50,28,,9,0,0,0,0,10354,78,0,87,,2,0,0,0,0,0
"  260",20020323,24,10,20,20,30,14,-31,1,0,0,0,0,10354,75,0,91,,2,0,0,0,0,0
"  260",20020324,1,30,10,10,20,0,,-10,0,0,0,0,10356,70,0,93,,2,0,0,0,0,0
"  260",20020324,2,50,20,30,40,11,,3,0,0,0,0,10356,67,0,94,,2,0,0,0,0,0
"  260",20020324,3,40,30,20,50,14,,4,0,0,0,0,10356,59,2,93,10,1,0,0,0,0,0
"  260",20020324,4,30,20,20,30,-5,,-14,0,0,0,0,10358,30,0,93,10,1,0,0,0,0,0
"  260",20020324,5,40,20,20,30,-7,,-15,0,0,0,0,10360,30,1,94,10,1,0,0,0,0,0
"  260",20020324,6,40,20,20,40,-2,-46,-10,2,0,0,0,10363,28,4,94,10,1,0,0,0,0,0
"  260",20020324,7,50,20,20,30,17,,9,10,33,0,0,10365,59,7,94,10,1,0,0,0,0,0
"  260",20020324,8,60,20,20,40,35,,20,6,68,0,0,10367,65,7,90,,2,0,0,0,0,0
"  260",20020324,9,50,20,30,60,48,,15,6,93,0,0,10368,70,7,79,,2,0,0,0,0,0
"  260",20020324,10,40,30,40,60,53,,4,1,76,0,0,10366,75,7,71,,2,0,0,0,0,0
"  260",20020324,11,60,30,30,60,63,,2,1,117,0,0,10365,75,6,65,,2,0,0,0,0,0
"  260",20020324,12,100,40,40,70,72,-29,7,6,170,0,0,10359,75,6,63,,2,0,0,0,0,0
"  260",20020324,13,60,30,30,70,70,,-2,5,186,0,0,10356,75,6,60,,2,0,0,0,0,0
"  260",20020324,14,50,30,40,80,71,,-5,6,144,0,0,10352,75,5,58,,2,0,0,0,0,0
"  260",20020324,15,80,40,30,80,72,,-5,6,143,0,0,10349,80,5,58,,2,0,0,0,0,0
"  260",20020324,16,40,30,30,70,67,,-6,8,109,0,0,10345,80,5,60,,2,0,0,0,0,0
"  260",20020324,17,50,30,30,50,64,,-5,10,58,0,0,10344,75,6,61,,2,0,0,0,0,0
"  260",20020324,18,50,30,20,50,51,26,-7,3,14,0,0,10344,75,7,66,,2,0,0,0,0,0
"  260",20020324,19,40,30,30,40,38,,-9,0,0,0,0,10347,70,6,71,,2,0,0,0,0,0
"  260",20020324,20,50,20,20,40,23,,-17,0,0,0,0,10345,70,5,75,,2,0,0,0,0,0
"  260",20020324,21,990,20,10,30,6,,-17,0,0,0,0,10343,70,6,85,,2,0,0,0,0,0
"  260",20020324,22,60,20,20,30,1,,-16,0,0,0,0,10341,70,6,88,,2,0,0,0,0,0
"  260",20020324,23,70,20,20,30,-7,,-22,0,0,0,0,10339,61,7,88,,2,0,0,0,0,0
"  260",20020324,24,60,20,10,30,-2,-39,-14,0,0,0,0,10337,61,8,91,,2,0,0,0,0,0
"  260",20020325,1,80,20,30,50,12,,-4,0,0,0,0,10334,66,8,89,,2,0,0,0,0,0
"  260",20020325,2,90,30,30,60,10,,-15,0,0,0,0,10330,65,8,83,,2,0,0,0,0,0
"  260",20020325,3,90,20,20,40,1,,-22,0,0,0,0,10327,61,6,84,,2,0,0,0,0,0
"  260",20020325,4,90,20,20,30,-8,,-27,0,0,0,0,10324,60,7,85,,2,0,0,0,0,0
"  260",20020325,5,100,20,10,30,-8,,-24,0,0,0,0,10322,59,7,88,10,1,0,0,0,0,0
"  260",20020325,6,90,20,10,20,-6,-40,-21,2,1,0,0,10322,59,7,88,10,1,0,0,0,0,0
"  260",20020325,7,50,10,10,20,13,,-7,10,30,0,0,10323,61,8,86,,2,0,0,0,0,0
"  260",20020325,8,990,10,10,20,38,,1,10,75,0,0,10323,61,6,77,,2,0,0,0,0,0
"  260",20020325,9,120,10,20,20,56,,1,10,138,0,0,10323,61,7,68,,2,0,0,0,0,0
"  260",20020325,10,90,10,20,40,68,,-7,9,184,0,0,10321,70,7,59,,2,0,0,0,0,0
"  260",20020325,11,990,10,10,40,74,,-12,10,191,0,0,10318,70,7,54,,2,0,0,0,0,0
"  260",20020325,12,990,10,10,40,82,-36,-13,10,208,0,0,10312,72,7,51,,2,0,0,0,0,0
"  260",20020325,13,990,10,10,30,87,,-22,10,206,0,0,10307,72,7,46,,2,0,0,0,0,0
"  260",20020325,14,990,10,10,30,91,,-16,8,150,0,0,10301,72,7,47,,2,0,0,0,0,0
"  260",20020325,15,60,20,20,40,88,,-17,10,125,0,0,10296,72,6,48,,2,0,0,0,0,0
"  260",20020325,16,990,10,10,30,85,,-7,7,77,0,0,10293,75,6,52,,2,0,0,0,0,0
"  260",20020325,17,40,20,20,40,79,,-24,5,43,0,0,10291,75,7,48,,2,0,0,0,0,0
"  260",20020325,18,50,20,20,40,68,50,-4,3,13,0,0,10294,75,7,60,,2,0,0,0,0,0
"  260",20020325,19,30,20,20,40,62,,5,0,0,0,0,10297,70,8,67,,2,0,0,0,0,0
"  260",20020325,20,30,20,20,40,54,,2,0,0,0,0,10295,75,8,69,,2,0,0,0,0,0
"  260",20020325,21,80,20,20,40,34,,-6,0,0,0,0,10295,70,5,75,,2,0,0,0,0,0
"  260",20020325,22,70,10,10,30,26,,-2,0,0,0,0,10295,70,7,82,,2,0,0,0,0,0
"  260",20020325,23,80,10,10,20,13,,-9,0,0,0,0,10294,60,4,85,,2,0,0,0,0,0
"  260",20020325,24,0,10,0,20,6,-34,-10,0,0,0,0,10291,60,5,89,,2,0,0,0,0,0
"  260",20020326,1,120,10,10,20,3,,-12,0,0,0,0,10289,58,7,90,10,1,0,0,0,0,0
"  260",20020326,2,130,10,20,20,11,,-2,0,0,0,0,10286,58,8,91,10,1,0,0,0,0,0
"  260",20020326,3,160,10,10,20,15,,1,0,0,0,0,10285,58,7,90,10,1,0,0,0,0,0
"  260",20020326,4,170,10,10,20,17,,3,0,0,0,0,10284,58,7,90,10,1,0,0,0,0,0
"  260",20020326,5,130,10,10,10,22,,8,0,0,0,0,10285,58,7,90,10,1,0,0,0,0,0
"  260",20020326,6,990,10,10,20,27,-35,13,0,0,0,0,10285,60,7,90,,2,0,0,0,0,0
"  260",20020326,7,990,10,10,20,37,,12,0,5,0,0,10288,61,8,84,,2,0,0,0,0,0
"  260",20020326,8,150,10,10,30,45,,11,0,20,0,0,10290,61,8,79,,2,0,0,0,0,0
"  260",20020326,9,990,20,10,20,55,,10,0,48,0,0,10292,61,8,73,,2,0,0,0,0,0
"  260",20020326,10,150,10,10,30,64,,13,2,66,0,0,10294,60,8,70,,2,0,0,0,0,0
"  260",20020326,11,990,10,10,30,76,,13,4,132,0,0,10291,60,8,64,,2,0,0,0,0,0
"  260",20020326,12,990,10,10,30,80,18,8,0,86,0,0,10293,60,8,60,,2,0,0,0,0,0
"  260",20020326,13,990,10,10,20,94,,18,5,127,0,0,10292,58,7,59,5,1,0,0,0,0,0
"  260",20020326,14,350,10,20,40,96,,4,5,159,0,0,10290,58,7,53,5,1,0,0,0,0,0
"  260",20020326,15,310,30,30,50,94,,7,1,114,0,0,10290,58,6,54,5,1,0,0,0,0,0
"  260",20020326,16,350,30,30,50,92,,2,9,89,0,0,10291,59,3,53,5,1,0,0,0,0,0
"  260",20020326,17,350,40,40,70,75,,2,3,51,0,0,10294,58,2,60,5,1,0,0,0,0,0
"  260",20020326,18,10,30,30,60,68,41,-11,0,8,0,0,10297,57,4,57,5,1,0,0,0,0,0
"  260",20020326,19,10,20,20,40,60,,-7,0,0,0,0,10301,59,5,62,5,1,0,0,0,0,0
"  260",20020326,20,10,20,20,40,66,,2,0,0,0,0,10304,60,7,64,,2,0,0,0,0,0
"  260",20020326,21,10,30,30,50,60,,10,0,0,0,0,10308,59,2,70,5,1,0,0,0,0,0
"  260",20020326,22,20,20,20,40,48,,12,0,0,0,0,10311,57,3,77,5,1,0,0,0,0,0
"  260",20020326,23,30,20,30,40,54,,22,0,0,0,0,10314,57,7,80,10,1,0,0,0,0,0
"  260",20020326,24,60,30,30,40,52,2,7,0,0,0,0,10312,60,7,73,,2,0,0,0,0,0
"  260",20020327,1,50,20,20,40,51,,-3,0,0,0,0,10312,60,7,68,,2,0,0,0,0,0
"  260",20020327,2,40,20,20,40,42,,-5,0,0,0,0,10312,60,1,71,,2,0,0,0,0,0
"  260",20020327,3,10,20,20,30,20,,-5,0,0,0,0,10316,57,1,83,10,1,0,0,0,0,0
"  260",20020327,4,30,30,30,40,23,,0,0,0,0,0,10318,56,0,85,10,1,0,0,0,0,0
"  260",20020327,5,50,30,20,40,14,,-5,0,0,0,0,10319,56,0,87,10,1,0,0,0,0,0
"  260",20020327,6,30,20,20,30,-3,-32,-18,3,1,0,0,10324,45,1,88,11,1,0,0,0,0,0
"  260",20020327,7,30,20,20,30,21,,4,10,29,0,0,10330,50,0,88,10,1,0,0,0,0,0
"  260",20020327,8,80,20,20,40,43,,11,10,84,0,0,10332,56,1,80,10,1,0,0,0,0,0
"  260",20020327,9,30,20,30,50,64,,-5,10,140,0,0,10337,57,0,61,5,1,0,0,0,0,0
"  260",20020327,10,40,40,40,70,72,,-15,10,190,0,0,10338,61,0,54,,2,0,0,0,0,0
"  260",20020327,11,50,40,40,70,82,,-8,10,220,0,0,10336,61,0,53,,2,0,0,0,0,0
"  260",20020327,12,40,30,30,70,95,-32,4,10,237,0,0,10331,61,1,53,,2,0,0,0,0,0
"  260",20020327,13,50,40,40,80,102,,10,10,234,0,0,10327,64,0,53,,2,0,0,0,0,0
"  260",20020327,14,70,40,30,70,101,,0,10,217,0,0,10322,64,0,49,,2,0,0,0,0,0
"  260",20020327,15,80,40,30,70,105,,-2,10,184,0,0,10319,61,1,47,,2,0,0,0,0,0
"  260",20020327,16,90,40,40,70,104,,4,10,135,0,0,10316,61,0,50,,2,0,0,0,0,0
"  260",20020327,17,40,40,40,80,95,,5,10,77,0,0,10316,65,1,53,,2,0,0,0,0,0
"  260",20020327,18,80,40,30,60,79,57,-18,5,23,0,0,10318,65,2,50,,2,0,0,0,0,0
"  260",20020327,19,60,30,30,50,63,,-24,0,0,0,0,10321,60,1,54,,2,0,0,0,0,0
"  260",20020327,20,70,30,30,50,51,,-30,0,0,0,0,10323,65,1,56,,2,0,0,0,0,0
"  260",20020327,21,70,30,30,50,43,,-34,0,0,0,0,10325,65,0,57,,2,0,0,0,0,0
"  260",20020327,22,70,30,30,50,35,,-33,0,0,0,0,10325,62,0,61,,2,0,0,0,0,0
"  260",20020327,23,80,40,40,60,30,,-27,0,0,0,0,10323,60,1,66,,2,0,0,0,0,0
"  260",20020327,24,70,30,30,50,18,-10,-29,0,0,0,0,10324,58,1,71,5,1,0,0,0,0,0
"  260",20020328,1,70,30,30,50,16,,-26,0,0,0,0,10320,57,1,74,5,1,0,0,0,0,0
"  260",20020328,2,70,30,30,50,11,,-27,0,0,0,0,10317,57,1,76,5,1,0,0,0,0,0
"  260",20020328,3,80,30,20,50,5,,-29,0,0,0,0,10313,50,1,78,5,1,0,0,0,0,0
"  260",20020328,4,80,20,20,30,-10,,-35,0,0,0,0,10312,45,1,81,10,1,0,0,0,0,0
"  260",20020328,5,100,20,20,40,-14,,-37,0,0,0,0,10311,45,3,82,10,1,0,0,0,0,0
"  260",20020328,6,90,20,20,40,-15,-68,-33,2,2,0,0,10311,40,1,86,10,1,0,0,0,0,0
"  260",20020328,7,100,20,20,30,17,,-7,10,38,0,0,10314,56,1,84,10,1,0,0,0,0,0
"  260",20020328,8,110,20,20,30,45,,-7,10,91,0,0,10316,58,1,69,5,1,0,0,0,0,0
"  260",20020328,9,120,20,20,40,68,,-3,10,153,0,0,10315,59,1,60,5,1,0,0,0,0,0
"  260",20020328,10,120,20,20,30,89,,-2,10,197,0,0,10312,59,1,53,5,1,0,0,0,0,0
"  260",20020328,11,70,20,20,50,104,,-17,10,235,0,0,10307,60,1,43,,2,0,0,0,0,0
"  260",20020328,12,80,30,20,50,117,-66,-8,10,252,0,0,10303,61,1,42,,2,0,0,0,0,0
"  260",20020328,13,100,40,40,60,129,,-12,10,254,0,0,10296,61,1,38,,2,0,0,0,0,0
"  260",20020328,14,100,40,50,70,137,,-34,10,232,0,0,10289,60,1,30,,2,0,0,0,0,0
"  260",20020328,15,90,50,50,70,142,,-50,10,197,0,0,10281,68,1,26,,2,0,0,0,0,0
"  260",20020328,16,110,50,50,80,143,,-18,10,147,0,0,10276,68,1,33,,2,0,0,0,0,0
"  260",20020328,17,90,50,50,90,133,,-24,10,84,0,0,10273,70,1,34,,2,0,0,0,0,0
"  260",20020328,18,80,40,30,70,116,80,-24,5,27,0,0,10272,62,1,37,,2,0,0,0,0,0
"  260",20020328,19,80,30,30,50,78,,-26,0,0,0,0,10273,62,0,48,,2,0,0,0,0,0
"  260",20020328,20,80,30,20,40,68,,-25,0,0,0,0,10272,68,1,51,,2,0,0,0,0,0
"  260",20020328,21,80,20,30,40,59,,-35,0,0,0,0,10269,68,0,51,,2,0,0,0,0,0
"  260",20020328,22,90,40,40,60,67,,-19,0,0,0,0,10266,70,0,54,,2,0,0,0,0,0
"  260",20020328,23,100,40,40,50,49,,-20,0,0,0,0,10264,65,0,61,,2,0,0,0,0,0
"  260",20020328,24,100,40,40,50,37,-30,-25,0,0,0,0,10262,62,0,64,,2,0,0,0,0,0
"  260",20020329,1,110,20,20,50,26,,-28,0,0,0,0,10259,62,1,67,,2,0,0,0,0,0
"  260",20020329,2,100,20,30,40,14,,-29,0,0,0,0,10256,61,1,73,,2,0,0,0,0,0
"  260",20020329,3,100,20,30,40,6,,-28,0,0,0,0,10252,60,1,78,,2,0,0,0,0,0
"  260",20020329,4,110,30,20,40,3,,-25,0,0,0,0,10252,58,1,81,10,1,0,0,0,0,0
"  260",20020329,5,110,20,20,30,10,,-19,0,0,0,0,10253,58,1,81,10,1,0,0,0,0,0
"  260",20020329,6,110,20,20,30,5,-61,-23,3,3,0,0,10253,59,3,81,10,1,0,0,0,0,0
"  260",20020329,7,100,30,40,50,44,,-3,10,41,0,0,10250,62,1,71,,2,0,0,0,0,0
"  260",20020329,8,110,40,50,60,73,,1,10,78,0,0,10248,65,1,60,,2,0,0,0,0,0
"  260",20020329,9,120,40,50,70,99,,7,10,160,0,0,10243,63,1,53,,2,0,0,0,0,0
"  260",20020329,10,110,60,70,90,116,,-9,10,202,0,0,10235,65,1,42,,2,0,0,0,0,0
"  260",20020329,11,140,60,60,90,117,,3,10,233,0,0,10231,65,0,45,,2,0,0,0,0,0
"  260",20020329,12,150,50,50,90,126,-52,11,10,249,0,0,10227,65,0,45,,2,0,0,0,0,0
"  260",20020329,13,150,50,60,90,137,,18,10,245,0,0,10224,65,0,44,,2,0,0,0,0,0
"  260",20020329,14,160,50,50,100,139,,24,10,222,0,0,10221,65,0,46,,2,0,0,0,0,0
"  260",20020329,15,170,50,50,100,143,,25,10,187,0,0,10218,65,0,45,,2,0,0,0,0,0
"  260",20020329,16,170,50,40,80,143,,17,10,139,0,0,10216,65,0,42,,2,0,0,0,0,0
"  260",20020329,17,160,40,30,60,138,,22,10,79,0,0,10216,65,0,45,,2,0,0,0,0,0
"  260",20020329,18,190,30,30,50,113,45,11,5,24,0,0,10218,65,0,49,,2,0,0,0,0,0
"  260",20020329,19,160,10,10,30,72,,7,0,0,0,0,10220,65,0,63,,2,0,0,0,0,0
"  260",20020329,20,140,10,10,10,50,,16,0,0,0,0,10222,65,0,79,,2,0,0,0,0,0
"  260",20020329,21,140,10,10,20,31,,8,0,0,0,0,10222,65,0,85,,2,0,0,0,0,0
"  260",20020329,22,160,10,10,20,26,,11,0,0,0,0,10223,65,0,90,,2,0,0,0,0,0
"  260",20020329,23,170,20,20,20,21,,8,0,0,0,0,10223,59,1,91,10,1,0,0,0,0,0
"  260",20020329,24,190,20,20,30,15,-35,3,0,0,0,0,10222,58,1,92,10,1,0,0,0,0,0
"  260",20020330,1,150,20,20,30,23,,13,0,0,0,0,10222,58,1,93,10,1,0,0,0,0,0
"  260",20020330,2,160,20,20,30,14,,3,0,0,0,0,10221,58,0,92,10,1,0,0,0,0,0
"  260",20020330,3,160,20,20,30,19,,10,0,0,0,0,10221,58,3,94,10,1,0,0,0,0,0
"  260",20020330,4,150,20,20,30,17,,6,0,0,0,0,10221,58,6,92,10,1,0,0,0,0,0
"  260",20020330,5,170,20,20,40,31,,17,0,0,0,0,10222,57,6,90,10,1,0,0,0,0,0
"  260",20020330,6,160,20,20,30,26,-40,9,2,5,0,0,10223,58,7,89,10,1,0,0,0,0,0
"  260",20020330,7,150,20,20,30,34,,18,0,18,0,0,10224,57,7,89,10,1,0,0,0,0,0
"  260",20020330,8,160,20,20,30,64,,35,0,36,0,0,10226,58,7,82,10,1,0,0,0,0,0
"  260",20020330,9,990,20,10,30,79,,36,0,52,0,0,10230,58,7,74,5,1,0,0,0,0,0
"  260",20020330,10,160,20,30,40,88,,45,0,70,0,0,10232,57,7,74,5,1,0,0,0,0,0
"  260",20020330,11,160,10,20,30,106,,53,1,102,0,0,10231,56,7,70,5,1,0,0,0,0,0
"  260",20020330,12,160,20,20,40,126,-12,57,2,147,0,0,10228,57,7,63,5,1,0,0,0,0,0
"  260",20020330,13,170,20,20,40,142,,56,4,171,0,0,10225,57,7,56,5,1,0,0,0,0,0
"  260",20020330,14,170,30,30,40,150,,55,3,132,0,0,10221,59,7,53,5,1,0,0,0,0,0
"  260",20020330,15,150,30,30,50,149,,44,0,116,0,0,10216,58,7,49,5,1,0,0,0,0,0
"  260",20020330,16,150,30,30,50,144,,51,0,58,0,0,10212,58,8,54,5,1,0,0,0,0,0
"  260",20020330,17,140,20,20,50,138,,49,0,29,0,0,10210,58,8,55,5,1,0,0,0,0,0
"  260",20020330,18,150,20,20,30,127,100,44,0,9,0,0,10207,58,7,57,5,1,0,0,0,0,0
"  260",20020330,19,150,20,30,30,117,,40,0,1,0,0,10206,58,7,59,5,1,0,0,0,0,0
"  260",20020330,20,160,30,30,40,115,,31,0,0,0,0,10209,58,7,56,5,1,0,0,0,0,0
"  260",20020330,21,160,30,30,40,104,,30,0,0,0,0,10208,58,7,60,5,1,0,0,0,0,0
"  260",20020330,22,160,30,30,40,91,,26,0,0,0,0,10205,57,7,64,5,1,0,0,0,0,0
"  260",20020330,23,150,20,20,40,79,,24,0,0,0,0,10201,56,6,68,5,1,0,0,0,0,0
"  260",20020330,24,160,20,20,30,66,12,24,0,0,0,0,10196,56,6,74,5,1,0,0,0,0,0
"  260",20020331,1,160,20,20,30,69,,29,0,0,0,0,10191,57,7,76,5,1,0,0,0,0,0
"  260",20020331,2,160,20,20,30,72,,36,0,0,0,0,10187,57,6,78,5,1,0,0,0,0,0
"  260",20020331,3,160,20,20,30,64,,31,0,0,0,0,10183,56,6,79,5,1,0,0,0,0,0
"  260",20020331,4,160,20,20,30,55,,28,0,0,0,0,10181,56,5,83,10,1,0,0,0,0,0
"  260",20020331,5,170,20,20,30,48,,26,0,0,0,0,10180,50,3,86,10,1,0,0,0,0,0
"  260",20020331,6,170,20,20,40,43,-6,24,0,1,0,0,10179,50,3,87,10,1,0,0,0,0,0
"  260",20020331,7,160,20,20,40,69,,43,8,26,0,0,10179,50,1,83,10,1,0,0,0,0,0
"  260",20020331,8,170,20,30,50,86,,47,10,79,0,0,10179,57,1,76,5,1,0,0,0,0,0
"  260",20020331,9,170,30,30,50,109,,54,10,140,0,0,10179,59,5,69,5,1,0,0,0,0,0
"  260",20020331,10,150,30,40,50,120,,65,4,140,0,0,10176,58,7,69,5,1,0,0,0,0,0
"  260",20020331,11,160,30,40,60,132,,67,2,153,0,0,10172,60,7,65,,2,0,0,0,0,0
"  260",20020331,12,190,30,50,60,141,4,69,6,168,0,0,10171,60,7,62,,2,0,0,0,0,0
"  260",20020331,13,190,40,40,60,160,,56,9,214,0,0,10167,64,6,50,,2,0,0,0,0,0
"  260",20020331,14,220,50,50,90,161,,50,8,193,0,0,10164,65,6,48,,2,0,0,0,0,0
"  260",20020331,15,230,50,50,100,162,,58,8,141,0,0,10161,65,7,50,,2,0,0,0,0,0
"  260",20020331,16,250,50,60,100,147,,62,3,87,0,0,10161,65,7,57,,2,0,0,0,0,0
"  260",20020331,17,240,40,40,90,136,,45,0,33,0,0,10164,67,7,54,,2,0,0,0,0,0
"  260",20020331,18,250,30,20,70,125,111,44,0,14,0,0,10165,67,7,58,,2,0,0,0,0,0
"  260",20020331,19,240,20,20,50,108,,50,0,0,0,0,10168,67,7,67,,2,0,0,0,0,0
"  260",20020331,20,990,20,10,40,91,,52,0,0,0,0,10172,58,7,77,5,1,0,0,0,0,0
"  260",20020331,21,230,20,20,40,92,,50,0,0,0,0,10172,58,7,75,5,1,0,0,0,0,0
"  260",20020331,22,170,20,20,30,70,,44,0,0,0,0,10169,58,6,83,10,1,0,0,0,0,0
"  260",20020331,23,240,30,20,50,90,,60,0,0,0,0,10170,62,8,81,,2,0,0,0,0,0
"  260",20020331,24,220,20,20,40,86,20,57,0,0,0,0,10169,60,8,82,,2,0,0,0,0,0
"  260",20020401,1,170,20,20,40,73,,51,0,0,0,0,10166,58,2,86,10,1,0,0,0,0,0
"  260",20020401,2,180,20,20,40,78,,61,0,0,0,0,10165,58,7,89,10,1,0,0,0,0,0
"  260",20020401,3,990,10,10,30,70,,51,0,0,0,0,10167,56,5,88,10,1,0,0,0,0,0
"  260",20020401,4,180,20,20,20,46,,34,0,0,0,0,10167,35,2,92,10,1,0,0,0,0,0
"  260",20020401,5,170,20,30,30,49,,40,0,0,0,0,10167,29,2,94,11,1,0,0,0,0,0
"  260",20020401,6,170,20,10,30,46,-5,39,5,3,0,0,10169,18,7,95,10,1,0,0,0,0,0
"  260",20020401,7,190,20,20,30,85,,77,5,37,0,0,10170,40,6,95,10,1,0,0,0,0,0
"  260",20020401,8,990,20,10,30,98,,84,2,48,0,0,10171,45,6,91,10,1,0,0,0,0,0
