STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y
"  260",20020105,7,160,30,30,50,-52,,-89,0,0,0,0,10364,75,0,72,,2,0,0,0,0,0
"  260",20020105,8,160,30,30,50,-54,,-86,0,0,0,0,10366,70,1,76,,2,0,0,0,0,0
"  260",20020105,9,150,30,30,50,-46,,-81,8,11,0,0,10371,72,2,74,,2,0,0,0,0,0
"  260",20020105,10,160,30,30,50,-30,,-63,7,27,0,0,10373,62,4,75,,2,0,0,0,0,0
"  260",20020105,11,170,30,20,50,-9,,-50,10,70,0,0,10371,67,2,71,,2,0,0,0,0,0
"  260",20020105,12,160,30,40,50,2,-63,-41,10,84,0,0,10369,64,1,73,,2,0,0,0,0,0
"  260",20020105,13,190,30,20,50,14,,-30,3,67,0,0,10369,62,6,72,,2,0,0,0,0,0
"  260",20020105,14,160,20,20,40,18,,-23,7,40,0,0,10366,60,6,74,,2,0,0,0,0,0
"  260",20020105,15,170,20,20,40,14,,-23,10,39,0,0,10368,60,5,76,,2,0,0,0,0,0
"  260",20020105,16,170,30,30,50,9,,-22,0,8,0,0,10367,57,5,80,10,1,0,0,0,0,0
"  260",20020105,17,160,30,30,50,3,,-26,0,0,0,0,10366,58,6,81,10,1,0,0,0,0,0
"  260",20020105,18,160,20,20,40,-5,-22,-30,0,0,0,0,10364,58,2,81,10,1,0,0,0,0,0
"  260",20020105,19,160,20,20,40,-10,,-32,0,0,0,0,10365,58,7,83,10,1,0,0,0,0,0
"  260",20020105,20,160,20,20,30,-15,,-33,0,0,0,0,10366,58,5,86,10,1,0,0,0,0,0
"  260",20020105,21,160,20,20,40,-23,,-40,0,0,0,0,10367,58,6,87,10,1,0,0,0,0,0
"  260",20020105,22,170,20,20,30,-22,,-35,0,0,0,0,10369,58,3,90,10,1,0,0,0,0,0
"  260",20020105,23,160,20,20,40,-24,,-35,0,0,0,0,10368,58,4,91,10,1,0,0,0,0,0
"  260",20020105,24,180,20,20,40,-26,-59,-36,0,0,0,0,10363,57,3,92,10,1,0,0,0,0,0
"  260",20020106,1,160,20,30,30,-13,,-23,0,0,0,0,10360,57,7,92,10,1,0,0,0,0,0
"  260",20020106,2,170,20,20,40,-3,,-16,0,0,0,0,10355,56,8,90,10,1,0,0,0,0,0
"  260",20020106,3,210,20,20,40,2,,-10,0,0,0,0,10356,40,8,92,10,1,0,0,0,0,0
"  260",20020106,4,210,20,20,40,6,,1,0,0,0,0,10353,8,8,96,46,1,1,0,0,0,0
"  260",20020106,5,180,20,20,40,7,,5,0,0,0,0,10351,7,8,99,46,1,1,0,0,0,0
"  260",20020106,6,200,20,20,40,8,-53,6,0,0,0,0,10350,7,8,99,44,1,1,0,0,0,0
"  260",20020106,10,220,20,20,40,16,,15,0,5,0,0,10354,3,8,99,44,1,1,0,0,0,0
"  260",20020106,11,240,20,20,40,20,,19,0,12,0,0,10355,3,8,99,44,1,1,0,0,0,0
"  260",20020106,12,990,10,10,30,21,6,20,0,11,0,0,10352,2,9,99,47,1,1,0,0,0,0
"  260",20020106,13,320,0,10,10,22,,21,0,11,0,0,10349,2,9,99,45,1,1,0,0,0,0
"  260",20020106,14,990,10,10,20,23,,22,0,8,0,0,10350,5,8,99,42,1,1,0,0,0,0
"  260",20020106,15,320,10,20,20,23,,23,0,5,0,0,10347,15,8,100,28,1,1,0,0,0,0
"  260",20020106,16,990,10,10,20,24,,24,0,1,0,0,10350,13,8,100,11,1,0,0,0,0,0
"  260",20020106,17,190,10,10,20,22,,21,0,0,0,0,10346,12,8,99,10,1,0,0,0,0,0
"  260",20020106,20,230,10,10,20,18,,17,0,0,0,0,10348,18,8,99,10,1,0,0,0,0,0
"  260",20020106,21,990,10,10,20,18,,17,0,0,0,0,10350,3,8,99,46,1,1,0,0,0,0
"  260",20020106,22,260,10,20,30,20,,19,0,0,0,0,10350,15,8,99,28,1,1,0,0,0,0
"  260",20020106,23,990,20,10,30,24,,24,0,0,0,0,10351,24,8,100,10,1,0,0,0,0,0
"  260",20020106,24,320,10,20,30,25,7,25,0,0,0,0,10349,25,8,100,10,1,0,0,0,0,0
"  260",20020107,1,0,10,0,30,17,,16,0,0,0,0,10346,25,8,99,41,1,1,0,0,0,0
"  260",20020107,2,0,10,0,20,14,,14,0,0,0,0,10348,15,8,100,41,1,1,0,0,0,0
"  260",20020107,3,90,10,10,20,16,,15,0,0,0,0,10347,12,8,99,41,1,1,0,0,0,0
"  260",20020107,4,990,10,10,20,20,,19,0,0,0,0,10345,19,8,99,10,1,1,0,0,0,0
"  260",20020107,5,330,10,20,30,20,,19,0,0,0,0,10341,25,8,99,10,1,0,0,0,0,0
"  260",20020107,6,0,10,0,30,16,7,16,0,0,0,0,10344,20,8,100,41,1,1,0,0,0,0
"  260",20020107,7,100,10,10,20,15,,15,0,0,0,0,10343,32,8,100,10,1,1,0,0,0,0
"  260",20020107,8,990,10,10,20,19,,19,0,0,0,0,10347,12,8,100,41,1,1,0,0,0,0
"  260",20020107,9,990,10,10,30,21,,21,0,1,0,0,10349,18,8,100,10,1,1,0,0,0,0
"  260",20020107,10,990,10,10,20,26,,26,0,7,0,0,10351,18,7,100,10,1,0,0,0,0,0
"  260",20020107,11,230,10,10,10,30,,30,2,19,0,0,10349,25,7,100,10,1,0,0,0,0,0
"  260",20020107,12,310,0,10,10,50,5,48,2,55,0,0,10347,60,8,99,3,1,0,0,0,0,0
"  260",20020107,13,990,10,10,20,47,,38,0,33,0,0,10343,60,8,94,,2,0,0,0,0,0
"  260",20020107,14,990,10,10,20,45,,34,0,21,0,0,10343,58,8,93,10,1,0,0,0,0,0
"  260",20020107,15,990,10,10,20,40,,30,0,6,0,0,10343,56,7,93,10,1,0,0,0,0,0
"  260",20020107,16,30,20,20,20,28,,20,0,0,0,0,10344,56,8,94,10,1,0,0,0,0,0
"  260",20020107,17,50,20,20,30,26,,18,0,0,0,0,10347,57,8,94,10,1,0,0,0,0,0
"  260",20020107,18,70,10,10,40,28,14,21,0,0,0,0,10342,58,8,95,10,1,0,0,0,0,0
"  260",20020107,19,990,10,10,20,23,,17,0,0,0,0,10344,57,8,96,10,1,0,0,0,0,0
"  260",20020107,20,70,10,20,30,21,,14,0,0,0,0,10342,57,8,95,10,1,0,0,0,0,0
"  260",20020107,21,990,10,10,20,22,,16,0,0,0,0,10343,57,8,96,10,1,0,0,0,0,0
"  260",20020107,22,60,10,10,20,20,,14,0,0,0,0,10341,56,8,96,10,1,0,0,0,0,0
"  260",20020107,23,30,10,20,20,25,,18,0,0,0,0,10338,62,8,95,,2,0,0,0,0,0
"  260",20020107,24,990,10,10,30,24,13,16,0,0,0,0,10338,62,8,94,,2,0,0,0,0,0
"  260",20020108,1,50,20,20,30,24,,16,0,0,0,0,10335,58,8,94,10,1,0,0,0,0,0
"  260",20020108,2,50,20,20,30,21,,15,0,0,0,0,10336,56,8,96,10,1,0,0,0,0,0
"  260",20020108,3,60,10,10,30,19,,15,0,0,0,0,10337,50,8,97,10,1,0,0,0,0,0
"  260",20020108,4,60,10,20,30,22,,17,0,0,0,0,10337,40,8,96,10,1,0,0,0,0,0
"  260",20020108,5,70,20,20,40,23,,18,0,0,0,0,10334,40,8,96,10,1,0,0,0,0,0
"  260",20020108,6,70,30,30,40,25,14,17,0,0,0,0,10334,57,8,94,10,1,0,0,0,0,0
"  260",20020108,10,70,30,30,60,28,,13,0,5,0,0,10346,58,8,90,10,1,0,0,0,0,0
"  260",20020108,11,80,30,30,60,29,,12,0,16,0,0,10346,60,8,89,,2,0,0,0,0,0
"  260",20020108,12,90,40,40,60,28,21,11,0,23,0,0,10340,60,8,89,2,1,0,0,0,0,0
"  260",20020108,13,90,30,30,60,30,,12,0,26,0,0,10334,60,8,88,,2,0,0,0,0,0
"  260",20020108,14,80,30,30,50,31,,14,0,19,0,0,10334,58,8,89,10,1,0,0,0,0,0
"  260",20020108,15,110,20,20,40,30,,16,0,10,0,0,10338,56,8,90,10,1,0,0,0,0,0
"  260",20020108,16,150,20,20,40,27,,10,0,2,0,0,10341,56,8,89,10,1,0,0,0,0,0
"  260",20020108,17,140,20,30,40,24,,5,0,0,0,0,10345,56,7,87,10,1,0,0,0,0,0
"  260",20020108,18,90,20,20,40,-6,-33,-17,0,0,0,0,10347,40,0,91,10,1,0,0,0,0,0
"  260",20020108,19,90,10,10,20,-17,,-21,0,0,0,0,10349,30,0,97,10,1,0,0,0,0,0
"  260",20020108,20,100,10,20,20,-19,,-21,0,0,0,0,10350,22,0,98,10,1,0,0,0,0,0
"  260",20020108,21,100,10,20,20,-29,,-31,0,0,0,0,10349,18,0,98,10,1,0,0,0,0,0
"  260",20020108,22,130,20,10,20,-21,,-22,0,0,0,0,10350,18,0,99,10,1,0,0,0,0,0
"  260",20020108,23,130,20,20,30,-24,,-25,0,0,0,0,10351,35,0,99,10,1,0,0,0,0,0
"  260",20020108,24,130,20,20,30,-22,-74,-23,0,0,0,0,10354,35,0,99,10,1,0,0,0,0,0
"  260",20020109,1,120,20,10,30,-26,,-28,0,0,0,0,10356,35,0,98,10,1,0,0,0,0,0
"  260",20020109,2,150,10,10,20,-29,,-31,0,0,0,0,10358,35,0,98,10,1,0,0,0,0,0
"  260",20020109,3,140,10,10,20,-27,,-28,0,0,0,0,10357,30,0,99,10,1,0,0,0,0,0
"  260",20020109,4,130,10,10,20,-32,,-35,0,0,0,0,10358,30,0,97,10,1,0,0,0,0,0
"  260",20020109,5,990,10,10,20,-24,,-26,0,0,0,0,10354,30,1,98,10,1,0,0,0,0,0
"  260",20020109,6,160,10,20,30,-33,-77,-35,0,0,0,0,10357,30,1,98,10,1,0,0,0,0,0
"  260",20020109,7,140,20,10,30,-38,,-39,0,0,0,0,10361,25,1,99,10,1,0,0,0,0,0
"  260",20020109,8,990,20,10,30,-30,,-32,0,0,0,0,10369,28,0,98,10,1,0,0,0,0,0
"  260",20020109,9,150,10,10,20,-22,,-25,8,17,0,0,10371,32,0,98,10,1,0,0,0,0,0
"  260",20020109,10,150,20,20,30,-10,,-17,10,59,0,0,10373,35,0,94,10,1,0,0,0,0,0
"  260",20020109,11,150,20,20,30,4,,-12,10,100,0,0,10375,41,0,89,10,1,0,0,0,0,0
"  260",20020109,12,990,20,10,30,13,-79,-7,10,107,0,0,10371,50,0,86,10,1,0,0,0,0,0
"  260",20020109,13,990,20,10,20,24,,-1,10,85,0,0,10368,50,0,84,10,1,0,0,0,0,0
"  260",20020109,14,120,20,20,30,23,,2,10,65,0,0,10366,50,0,86,10,1,0,0,0,0,0
"  260",20020109,15,150,20,20,30,21,,-1,10,37,0,0,10364,57,0,85,10,1,0,0,0,0,0
"  260",20020109,16,140,20,20,30,10,,-5,0,8,0,0,10364,56,0,90,10,1,0,0,0,0,0
"  260",20020109,17,140,20,20,30,0,,-9,0,0,0,0,10365,45,0,94,10,1,0,0,0,0,0
"  260",20020109,18,130,20,20,30,-10,-54,-17,0,0,0,0,10368,30,0,94,10,1,0,0,0,0,0
"  260",20020109,19,120,20,20,30,-17,,-20,0,0,0,0,10366,30,0,98,10,1,0,0,0,0,0
"  260",20020109,20,120,20,20,30,-17,,-20,0,0,0,0,10363,30,0,98,10,1,0,0,0,0,0
"  260",20020109,21,990,20,10,30,-19,,-22,0,0,0,0,10365,30,0,98,10,1,0,0,0,0,0
"  260",20020109,22,100,20,20,30,-21,,-24,0,0,0,0,10363,30,0,98,10,1,0,0,0,0,0
"  260",20020109,23,110,20,20,30,-25,,-26,0,0,0,0,10363,30,1,99,10,1,0,0,0,0,0
"  260",20020109,24,130,20,20,30,-21,-76,-23,0,0,0,0,10361,35,0,98,10,1,0,0,0,0,0
"  260",20020110,1,140,20,20,40,-18,,-24,0,0,0,0,10357,37,0,95,10,1,0,0,0,0,0
"  260",20020110,2,140,20,20,40,-22,,-28,0,0,0,0,10356,38,2,95,10,1,0,0,0,0,0
"  260",20020110,3,150,20,20,40,-23,,-29,0,0,0,0,10354,38,3,95,10,1,0,0,0,0,0
"  260",20020110,4,130,20,20,30,-26,,-32,0,0,0,0,10350,38,3,95,10,1,0,0,0,0,0
"  260",20020110,5,150,20,20,40,-27,,-34,0,0,0,0,10348,40,6,94,10,1,0,0,0,0,0
"  260",20020110,6,140,20,20,40,-27,-72,-34,0,0,0,0,10345,42,4,94,10,1,0,0,0,0,0
"  260",20020110,7,130,20,20,30,-28,,-36,0,0,0,0,10346,39,5,93,10,1,0,0,0,0,0
"  260",20020110,8,140,20,20,40,-23,,-32,0,0,0,0,10347,47,7,93,10,1,0,0,0,0,0
"  260",20020110,9,160,20,20,40,-18,,-28,0,7,0,0,10350,50,7,92,10,1,0,0,0,0,0
"  260",20020110,10,150,20,20,40,-12,,-24,0,22,0,0,10348,50,7,90,10,1,0,0,0,0,0
"  260",20020110,11,140,20,20,40,-2,,-16,0,36,0,0,10341,50,7,89,10,1,0,0,0,0,0
"  260",20020110,12,140,20,20,40,9,-48,-9,5,61,0,0,10335,56,7,88,10,1,0,0,0,0,0
"  260",20020110,13,180,30,30,50,18,,-2,10,73,0,0,10329,57,7,87,10,1,0,0,0,0,0
"  260",20020110,14,150,30,30,50,20,,0,10,56,0,0,10326,56,7,87,10,1,0,0,0,0,0
"  260",20020110,15,130,30,30,50,15,,-2,10,27,0,0,10321,56,7,88,10,1,0,0,0,0,0
"  260",20020110,16,140,30,30,50,10,,-4,0,8,0,0,10319,56,7,90,10,1,0,0,0,0,0
"  260",20020110,17,140,30,30,50,6,,-5,0,0,0,0,10317,57,7,92,10,1,0,0,0,0,0
"  260",20020110,18,140,30,30,50,8,-6,-5,0,0,0,0,10314,61,7,91,,1,0,0,0,0,0
"  260",20020110,19,150,30,30,50,6,,-7,0,0,0,0,10312,61,7,91,,1,0,0,0,0,0
"  260",20020110,20,150,30,30,60,5,,-9,0,0,0,0,10310,60,6,90,,1,0,0,0,0,0
"  260",20020110,21,140,30,40,60,3,,-10,0,0,0,0,10307,58,7,91,10,1,0,0,0,0,0
"  260",20020110,22,160,30,30,60,5,,-8,0,0,0,0,10307,56,8,91,10,1,0,0,0,0,0
"  260",20020110,23,160,30,30,50,5,,-7,0,0,0,0,10305,50,8,92,10,1,0,0,0,0,0
"  260",20020110,24,160,30,30,40,4,-4,-5,0,0,0,0,10301,56,8,94,10,1,0,0,0,0,0
"  260",20020111,1,160,30,30,50,9,,-1,0,0,0,0,10296,50,8,93,10,1,0,0,0,0,0
"  260",20020111,4,160,30,30,50,12,,4,0,0,0,0,10287,50,8,94,10,1,0,0,0,0,0
"  260",20020111,5,150,30,30,50,13,,5,0,0,0,0,10284,50,8,94,10,1,0,0,0,0,0
"  260",20020111,6,160,40,30,60,17,0,7,0,0,0,0,10281,50,8,93,10,1,0,0,0,0,0
"  260",20020111,13,240,50,40,80,39,,35,0,23,0,0,10276,30,8,97,10,1,0,0,0,0,0
"  260",20020111,14,240,40,40,90,40,,34,2,14,0,0,10278,40,6,96,10,1,0,0,0,0,0
"  260",20020111,15,240,30,30,60,41,,32,0,15,0,0,10283,42,7,94,10,1,0,0,0,0,0
"  260",20020111,16,240,30,40,60,38,,21,0,3,0,0,10287,59,8,89,10,1,0,0,0,0,0
"  260",20020111,17,240,40,40,70,37,,20,0,0,0,0,10292,59,8,89,10,1,0,0,0,0,0
"  260",20020111,18,230,40,40,70,32,29,20,0,0,0,0,10294,59,7,92,10,1,0,0,0,0,0
"  260",20020111,19,230,40,40,80,30,,19,0,0,0,0,10298,58,7,92,10,1,0,0,0,0,0
"  260",20020111,20,230,30,40,80,29,,18,0,0,0,0,10302,58,8,92,10,1,0,0,0,0,0
"  260",20020111,21,220,40,30,70,24,,12,0,0,0,0,10305,57,6,92,10,1,0,0,0,0,0
"  260",20020111,22,230,40,40,70,26,,15,0,0,0,0,10309,58,8,92,10,1,0,0,0,0,0
"  260",20020111,23,220,40,40,80,23,,14,0,0,0,0,10313,50,8,94,10,1,0,0,0,0,0
"  260",20020112,8,190,30,30,50,34,,32,0,0,0,0,10309,12,8,99,10,1,0,0,0,0,0
"  260",20020112,9,210,30,30,50,37,,35,0,1,0,0,10312,25,8,99,10,1,0,0,0,0,0
"  260",20020112,10,220,40,50,70,40,,35,0,5,0,0,10320,27,8,97,10,1,0,0,0,0,0
"  260",20020112,15,220,40,40,70,43,,31,0,4,0,0,10312,56,8,92,10,1,0,0,0,0,0
"  260",20020112,16,210,40,30,60,43,,29,0,2,0,0,10310,56,8,91,10,1,0,0,0,0,0
"  260",20020112,17,200,30,30,50,41,,27,0,0,0,0,10310,57,8,91,10,1,0,0,0,0,0
"  260",20020112,18,180,30,20,50,40,36,26,0,0,0,0,10307,56,8,91,10,1,0,0,0,0,0
"  260",20020112,19,160,20,20,40,39,,26,0,0,0,0,10307,56,8,91,10,1,0,0,0,0,0
